date	Infectious_Vectors	Adult_Vectors	New_Infections	Population	Prevalence	New_Diagnostic_Prevalence	Daily_EIR	New_Clinical_Cases_annual_avg_per_1000	Human_Infectious_Reservoir	Daily_Bites_Per_Human	Relative_Humidity	Rainfall	Air_Temperature
20070131	0.0	6097.0	0.0	1500.0	0.115333333611	0.11466666311	0.0	0.0	0.05084490031	0.574666678905	0.731698095798	0.0	24.5531711578
20070201	0.0	5831.0	0.0	1495.0	0.115050166845	0.11438126862	0.0	0.0	0.0543301329017	0.577926397324	0.589255452156	2.07156913941e-32	25.2979831696
20070202	0.0	5501.0	0.0	1499.0	0.114743165672	0.114076048136	0.0	0.0	0.035357426852	0.525016665459	0.608194589615	0.0	26.0040340424
20070203	0.0	5327.0	0.0	1496.0	0.114973261952	0.114304810762	0.0	0.0	0.0435328260064	0.516711235046	0.629414319992	0.0	25.6664218903
20070204	0.0	5910.0	0.0	1496.0	0.114973261952	0.114973261952	0.0	0.0	0.0417525209486	0.477272719145	0.51504099369	0.0	25.3492527008
20070205	0.0	5532.0	0.0	1492.0	0.114611260593	0.114611260593	0.0	0.0	0.0457536801696	0.547587156296	0.898417770863	0.0	25.1012420654
20070206	0.0	5075.0	0.0	1489.0	0.115513764322	0.115513764322	0.0	0.0	0.080156609416	0.496306270361	0.649421989918	0.0	25.6977882385
20070207	0.0	4544.0	0.0	1488.0	0.114247314632	0.114247314632	0.0	0.0	0.0444295890629	0.479838728905	0.69044470787	0.0	26.003282547
20070208	0.0	4089.0	0.0	1483.0	0.114632502198	0.114632502198	0.0	0.0	0.0917598307133	0.439649373293	0.870175302029	0.0	25.6398067474
20070209	0.0	3665.0	0.0	1490.0	0.115436241031	0.115436241031	0.0	0.0	0.063079982996	0.371812075377	0.867467880249	2.07156913941e-32	25.3108081818
20070210	0.00012537612929	7976.0	0.0	1494.0	0.115796521306	0.115796521306	0.0	0.0	0.10182748735	0.346720218658	0.75561350584	0.0	25.6101322174
20070211	0.000130208340124	7680.0	0.0	1495.0	0.116387963295	0.116387963295	0.0	0.0	0.092548891902	0.734448134899	0.891725599766	0.0	24.4539260864
20070212	0.000274838530459	7277.0	0.0	1492.0	0.115281499922	0.115281499922	0.000670241308399	0.0	0.100183025002	0.708445072174	0.603032588959	0.0	25.7693500519
20070213	0.000416377501097	7205.0	0.0	1488.0	0.115591399372	0.114919357002	0.0	0.0	0.104441419244	0.680107533932	0.860625267029	0.0	25.6640453339
20070214	0.000282047665678	7091.0	0.0	1490.0	0.114765100181	0.105369128287	0.0	0.0	0.0968355834484	0.672483205795	0.834697186947	0.0	26.1262969971
20070215	0.000283929577563	7044.0	0.0	1492.0	0.115281499922	0.10589812696	0.0	0.0	0.105425059795	0.646112620831	0.842767417431	0.0	25.3948535919
20070216	0.000293772027362	6808.0	0.0	1490.0	0.114765100181	0.069798655808	0.0	0.0	0.0970276892185	0.662416100502	0.819222092628	0.0	25.3685112
20070217	0.000151952597662	6581.0	0.0	1494.0	0.113788485527	0.0816599726677	0.0	0.0	0.0998110920191	0.617804527283	0.834810674191	0.0	26.0047531128
20070218	0.000617760641035	6475.0	0.0	1498.0	0.1134846434	0.0600801073015	0.0	0.0	0.0919968858361	0.619492650032	0.83440053463	0.0	25.52227211
20070219	0.000629128655419	6358.0	0.0	1496.0	0.112967915833	0.074197858572	0.000668449210934	0.0	0.0922969803214	0.590909063816	0.598475396633	0.0	23.8626346588
20070220	0.000776880071498	6436.0	1.0	1497.0	0.112892448902	0.0647962614894	0.000668002699967	0.0	0.0871711820364	0.602538406849	0.853837549686	0.0	24.0644702911
20070221	0.000791514932644	6317.0	0.0	1494.0	0.115127176046	0.0803212821484	0.000669344037306	0.0	0.0870348438621	0.576305270195	0.915687918663	0.0	23.6129188538
20070222	0.000813272607047	6148.0	0.0	1490.0	0.114765100181	0.0758389234543	0.0	0.0	0.0782479792833	0.558389246464	0.855669260025	0.0	24.9019126892
20070223	0.000981354271062	6114.0	0.0	1485.0	0.116498313844	0.0888888910413	0.00067340064561	0.0	0.0721734836698	0.569696962833	0.852762401104	0.0	25.0759449005
20070224	0.00202054227702	5939.0	0.0	1485.0	0.116498313844	0.0848484858871	0.0	0.0	0.0620246380568	0.526599287987	0.890018045902	0.0	25.5099525452
20070225	0.00257554952987	5824.0	0.0	1483.0	0.115306809545	0.0930546224117	0.000674308859743	0.0	0.0538265667856	0.59608900547	0.697168588638	0.0	25.8516407013
20070226	0.0024129091762	6631.0	1.0	1491.0	0.116029508412	0.0818242803216	0.00335345417261	0.0	0.0450461395085	0.527833640575	0.817567288876	0.0	26.7310352325
20070227	0.00182315404527	6582.0	2.0	1492.0	0.115951739252	0.0978552252054	0.0013404826168	0.0	0.0381910204887	0.574396789074	0.836885809898	0.0	26.8047599792
20070228	0.00169857940637	6476.0	1.0	1490.0	0.117449663579	0.0758389234543	0.0	0.0	0.030418811366	0.596644282341	0.798863708973	0.0	27.7140617371
20070301	0.00155159039423	6445.0	0.0	1490.0	0.117449663579	0.106040269136	0.0	0.0	0.0269259158522	0.575838923454	0.812613129616	0.0	26.4023513794
20070302	0.00259225373156	6558.0	0.0	1488.0	0.117607526481	0.0866935476661	0.000672043010127	0.0	0.0205299332738	0.586021482944	0.797183215618	0.0	26.7051143646
20070303	0.00259978580289	6539.0	0.0	1488.0	0.118951611221	0.110887095332	0.00134408602025	0.0	0.0205060113221	0.567876338959	0.857588410378	0.0	26.5072174072
