date	Infectious_Vectors	Adult_Vectors	New_Infections	Population	Prevalence	New_Diagnostic_Prevalence	Daily_EIR	New_Clinical_Cases_annual_avg_per_1000	Human_Infectious_Reservoir	Daily_Bites_Per_Human	Relative_Humidity	Rainfall	Air_Temperature
20120122	0.0	2081.0	0.0	748.0	0.0588235296309	0.0320855602622	0.0	0.0	0.00582635449246	0.397058844566	0.679372251034	0.0	24.2661247253
20120123	0.0	2038.0	0.0	748.0	0.0561497323215	0.0307486634701	0.0	0.0	0.00531403021887	0.385026723146	0.672921955585	0.0	24.2723407745
20120124	0.0	2043.0	0.0	748.0	0.0561497323215	0.0307486634701	0.0	0.0	0.00509120197967	0.350267380476	0.627995848656	0.0	23.9968528748
20120125	0.0	1916.0	0.0	748.0	0.0561497323215	0.0320855602622	0.0	0.0	0.00486093712971	0.418449193239	0.639401614666	0.0	23.8998985291
20120126	0.0	1819.0	0.0	748.0	0.0561497323215	0.0334224589169	0.0	0.0	0.00476460205391	0.363636374474	0.649275958538	0.0	23.7900924683
20120127	0.0	1792.0	0.0	748.0	0.0534759350121	0.0307486634701	0.0	0.0	0.00454838713631	0.29411765933	0.657989501953	0.0	24.2677021027
20120128	0.0	1687.0	0.0	748.0	0.0534759350121	0.0294117648154	0.0	0.0	0.00447431299835	0.355614989996	0.74358779192	0.0	23.5600795746
20120129	0.0	1689.0	0.0	749.0	0.0534045398235	0.0267022699118	0.0	0.0	0.00434131035581	0.279038697481	0.707399427891	0.0	23.7108020782
20120130	0.00063694268465	1570.0	0.0	749.0	0.0534045398235	0.0307076107711	0.0	0.0	0.00397297041491	0.333778381348	0.668902993202	0.0	24.8750610352
20120131	0.00135501357727	1476.0	0.0	749.0	0.0534045398235	0.0267022699118	0.0	0.0	0.00386341288686	0.312416553497	0.570452451706	0.0	24.9502372742
20120201	0.00140056025703	1428.0	0.0	749.0	0.0520694255829	0.0280373822898	0.00133511354215	0.0	0.00343375746161	0.328437894583	0.640682816505	0.0	24.6992092133
20120202	0.000710227293894	1408.0	0.0	749.0	0.0507343113422	0.0253671556711	0.0	0.0	0.00342686893418	0.268357813358	0.696403622627	0.0	24.6328887939
20120203	0.0	1354.0	0.0	749.0	0.0507343113422	0.0253671556711	0.0	0.0	0.00316763366573	0.280373841524	0.683138728142	0.0	24.7750339508
20120204	0.0	1292.0	0.0	749.0	0.0507343113422	0.0293724965304	0.0	0.0	0.00304350000806	0.226969286799	0.637306749821	0.0	24.3961257935
20120205	0.0	1262.0	0.0	750.0	0.050666667521	0.0333333350718	0.0	0.0	0.00259423931129	0.238666668534	0.640408158302	0.0	25.2633514404
20120206	0.0	1205.0	0.0	750.0	0.050666667521	0.0266666673124	0.0	0.0	0.00207943795249	0.219999998808	0.690583586693	0.0	25.1672821045
20120207	0.0	1166.0	0.0	750.0	0.050666667521	0.0306666661054	0.0	0.0	0.00168432423379	0.250666648149	0.784091234207	0.0	24.8537006378
20120208	0.0	1334.0	0.0	750.0	0.0493333339691	0.0240000002086	0.0	0.0	0.00134357542265	0.18533334136	0.752120316029	0.0	25.4045715332
20120209	0.0	1271.0	0.0	750.0	0.0480000004172	0.0253333337605	0.0	0.0	0.00124452880118	0.223999992013	0.764381468296	0.0	25.6560497284
20120210	0.0	1190.0	0.0	750.0	0.0480000004172	0.0280000008643	0.0	0.0	0.00115119840484	0.217333331704	0.778307557106	0.0	25.4955596924
20120211	0.0	1100.0	0.0	750.0	0.0466666668653	0.0240000002086	0.0	0.0	0.00123189401347	0.229333326221	0.756265997887	0.0	25.3421573639
20120212	0.0	1050.0	0.0	750.0	0.0453333333135	0.0253333337605	0.0	0.0	0.00102290848736	0.202666670084	0.730548858643	0.0	23.4798240662
20120213	0.0	1009.0	0.0	750.0	0.0453333333135	0.0226666666567	0.0	0.0	0.00127485452686	0.190666660666	0.755999624729	0.0	23.9192028046
20120214	0.0	955.0	0.0	749.0	0.0453938581049	0.0226969290525	0.0	0.0	0.00107966852374	0.185580775142	0.787795066833	0.0	24.6390228271
20120215	0.0	908.0	0.0	749.0	0.0453938581049	0.0240320432931	0.0	0.0	0.00115502544213	0.166889175773	0.708624541759	0.0	24.6613769531
20120216	0.0	869.0	0.0	749.0	0.0453938581049	0.0173564758152	0.0	0.0	0.000984951504506	0.18157543242	0.712451457977	0.0	24.7039527893
20120217	0.0	803.0	0.0	749.0	0.0453938581049	0.0200267024338	0.0	0.0	0.000912294141017	0.137516692281	0.74530506134	0.0	24.3616466522
20120218	0.0	804.0	0.0	750.0	0.0453333333135	0.0226666666567	0.0	0.0	0.000884015054908	0.143999993801	0.71802097559	0.0	24.9393157959
20120219	0.0	743.0	0.0	750.0	0.0453333333135	0.0213333331048	0.0	0.0	0.000774359912612	0.138666659594	0.681716620922	0.0	25.2325057983
20120220	0.0	699.0	0.0	750.0	0.0453333333135	0.0213333331048	0.0	0.0	0.00089442206081	0.148000001907	0.705171465874	0.0	25.1630001068
20120221	0.0	693.0	0.0	750.0	0.0426666662097	0.0173333324492	0.0	0.0	0.000764220079873	0.140000000596	0.643759906292	0.0	25.121717453
20120222	0.0	666.0	0.0	751.0	0.0426098518074	0.0199733693153	0.0	0.0	0.000778779038228	0.121171765029	0.63134688139	0.0	26.1611289978
20120223	0.0	626.0	0.0	751.0	0.0426098518074	0.0213049259037	0.0	0.0	0.000640023266897	0.107856191695	0.591513991356	0.0	26.4470443726
20120224	0.0	601.0	0.0	748.0	0.0427807494998	0.0213903747499	0.0	0.0	0.000603112799581	0.120320856571	0.63643938303	0.0	26.2092704773
20120225	0.0	749.0	0.0	750.0	0.0426666662097	0.0226666666567	0.0	0.0	0.000502844457515	0.129333332181	0.63740003109	0.0	26.2250976562
20120226	0.0	713.0	0.0	749.0	0.0427236333489	0.0200267024338	0.0	0.0	0.000466213474283	0.156208276749	0.575626671314	0.0	25.2890338898
20120227	0.0	689.0	0.0	749.0	0.0413885191083	0.0200267024338	0.0	0.0	0.000394127389882	0.125500664115	0.628847539425	0.0	25.5388870239
20120228	0.0	683.0	0.0	749.0	0.0413885191083	0.0226969290525	0.0	0.0	0.000364817591617	0.132176235318	0.697772681713	0.0	25.0597858429
20120229	0.0	651.0	0.0	748.0	0.0414438508451	0.0106951873749	0.0	0.0	0.000324026361341	0.122994653881	0.654061377048	0.0	25.2975559235
